Place_Name,Date,Road_Type,Day_Type,Weather,Morning_Traffic,Afternoon_Traffic,Evening_Traffic,Night_Traffic,Peak_Hour_Traffic,Two_Wheelers,Cars,Auto_Rickshaws,Buses,Trucks,Heavy_Vehicles_Total,Avg_Speed_kmph,Signal_Delay_sec,Accident_Count,Accident_Level,Noise_Level_dB,Air_Quality_Index,CO2_Emission_Index,Road_Width_m,Lane_Count,Pedestrian_Count,Parking_Occupancy_%,School_Zone,Hospital_Nearby,Market_Nearby,Bus_Stop_Nearby,CCTV_Available,Street_Light,Violation_Count,Rainfall_mm,Temperature_C,Holiday,Road_Work,Public_Event,Traffic_Police_Presence,Congestion_Level,Overall_Traffic_Index,Emergency_Response_Time_min,Fuel_Consumption_Index,Road_Condition_Index,Min_Speed_kmph,Max_Speed_kmph,Average_Waiting_Time_sec,Signal_Count,Signal_Status
Punjai Puliyampatti,2025-01-16,NH,Weekday,Clear,1681,3436,717,1459,3673,1674,593,272,67,368,832,21,245,4,Minor,60,188,199,12,2,343,48,1,0,1,1,1,0,45,117,40,0,0,0,1,Low,70,25,112,50,10,60,57,3,Average
Poondurai,2025-01-17,Village Road,Weekday,Rainy,363,2190,3868,1042,4631,756,1920,609,292,192,442,36,154,1,,66,116,91,29,2,1065,66,0,1,1,0,0,1,18,43,34,1,1,0,0,Medium,61,11,47,56,27,60,72,7,Good
Alangiyam,2025-01-18,Village Road,Weekend,Clear,1528,3068,3504,1263,1274,1648,1528,475,327,292,285,44,51,2,,47,129,170,6,1,320,20,0,0,0,0,1,0,11,72,26,1,1,1,1,Low,36,23,61,79,13,81,95,2,Good
Bhavani Sagar,2025-01-19,Village Road,Weekday,Clear,2759,1749,3097,487,2658,540,519,279,42,121,737,27,63,3,,65,207,178,23,1,838,22,1,0,0,1,0,1,22,68,41,1,1,0,0,Medium,64,14,94,79,14,75,321,8,Poor
Nambiyur,2025-01-20,NH,Weekday,Rainy,2899,2699,2066,1389,3294,1185,341,726,216,142,884,31,77,2,Major,83,181,110,11,2,685,26,1,1,0,1,1,0,29,33,34,1,1,1,1,Medium,88,40,49,99,25,70,117,3,Poor
Bhavani,2025-01-21,City Road,Weekday,Fog,2496,1017,3843,1441,1709,1447,1853,357,30,288,783,45,169,0,Minor,81,121,123,13,4,1019,35,1,1,0,0,0,0,27,95,41,1,1,1,1,Medium,46,9,39,60,12,94,96,8,Poor
Punjai Puliyampatti,2025-01-22,NH,Weekday,Clear,838,1650,893,227,2002,2175,1721,477,103,523,312,65,278,4,Major,94,120,113,8,2,741,11,0,0,0,0,0,1,9,28,36,1,1,0,1,Medium,68,33,92,50,18,87,60,7,Good
Nambiyur,2025-01-23,Village Road,Weekday,Rainy,1430,2621,3146,421,1711,1674,1810,104,329,494,811,33,224,3,Major,71,238,179,17,1,598,38,0,0,1,1,0,0,29,112,23,0,0,1,0,Medium,51,44,91,60,12,42,134,4,Good
Gobichettipalayam,2025-01-24,Village Road,Weekday,Rainy,2392,3318,1110,423,2259,513,1240,712,67,316,301,23,267,2,Major,93,82,103,11,3,332,36,1,0,1,0,0,1,13,87,32,1,1,0,0,Medium,68,11,123,68,16,41,302,1,Poor
Poondurai,2025-01-25,City Road,Weekend,Cloudy,2094,669,3025,683,1194,2450,1030,230,153,203,159,53,93,3,,54,204,195,11,4,538,28,1,1,1,1,1,1,31,41,41,0,0,0,0,High,99,18,116,65,29,60,51,8,Poor
Anthiyur,2025-01-26,Village Road,Weekday,Clear,786,3380,3872,268,3322,1034,1061,794,81,460,245,66,12,2,Minor,91,90,52,9,1,526,50,0,0,0,0,1,1,0,18,31,1,0,1,0,Low,81,15,101,60,16,50,275,8,Average
Nambiyur,2025-01-27,Village Road,Weekend,Hot,1743,3184,1943,1390,3377,1553,1832,700,83,489,336,15,120,1,Major,95,235,64,9,2,643,82,0,1,0,1,1,1,7,114,27,1,0,1,1,High,80,25,82,96,17,80,164,2,Average
Punjai Puliyampatti,2025-01-28,City Road,Weekend,Hot,1522,843,2710,214,4280,1916,953,597,155,555,605,65,50,4,Major,84,156,89,8,3,995,83,0,1,1,1,1,1,38,52,31,1,0,0,0,Low,96,7,126,42,29,85,275,9,Average
Chennimalai,2025-01-29,Village Road,Weekend,Rainy,2924,3359,2809,1199,1216,702,703,636,351,545,766,32,189,0,Minor,97,112,40,6,2,178,97,0,0,1,0,1,0,9,10,24,0,0,0,1,Medium,50,8,112,85,17,50,305,3,Average
Anthiyur,2025-01-30,Village Road,Weekday,Clear,2942,557,2506,882,3220,1385,674,81,145,83,269,58,106,0,Major,46,186,145,26,5,527,86,0,0,0,0,1,0,15,7,41,0,0,1,1,Low,98,39,39,54,24,97,327,7,Good
Modakurichi,2025-01-31,Village Road,Weekend,Fog,2587,984,1717,487,1837,705,1368,329,117,325,334,59,74,3,Minor,67,269,156,17,2,803,34,0,0,1,0,1,1,9,12,22,1,1,1,0,Low,68,16,137,50,13,64,51,7,Good
Vellode,2025-02-01,Village Road,Weekend,Clear,1688,882,2563,1200,2095,1496,1002,116,217,221,97,67,208,0,Major,76,200,169,21,4,1143,67,0,0,1,1,1,0,47,52,23,1,1,1,1,High,68,41,146,57,28,96,321,8,Good
Chennimalai,2025-02-02,NH,Weekend,Clear,942,2486,1077,1480,3538,1000,1733,419,312,114,83,29,146,4,Minor,85,182,140,23,5,930,19,0,0,0,0,0,1,43,4,28,1,1,1,0,Medium,68,32,128,93,8,88,84,9,Good
Chennimalai,2025-02-03,SH,Weekday,Rainy,2860,2786,1521,760,3880,1085,796,490,377,581,159,37,271,1,Minor,78,287,168,14,1,221,19,0,0,1,0,0,0,28,57,33,0,0,0,0,Medium,40,27,76,90,29,83,247,2,Poor
Nambiyur,2025-02-04,SH,Weekend,Fog,1420,1479,3163,764,3788,234,1548,797,351,39,791,21,277,4,Minor,74,276,130,8,1,408,59,0,0,1,0,0,1,0,117,29,1,1,0,0,Low,91,33,81,96,8,83,381,1,Good
Nambiyur,2025-02-05,Village Road,Weekend,Rainy,650,2741,3057,203,1417,2487,1953,645,363,148,602,29,118,1,Minor,80,242,182,16,2,160,95,0,0,0,1,1,1,36,72,39,1,0,0,0,High,32,44,127,55,16,50,79,6,Good
Sathyamangalam,2025-02-06,City Road,Weekday,Hot,1494,2901,3954,809,4841,1374,1342,235,396,381,687,28,97,4,,48,123,134,16,1,85,49,1,0,1,1,1,1,16,44,27,1,1,0,1,Low,31,44,132,49,24,41,52,9,Poor
Kodumudi,2025-02-07,SH,Weekday,Clear,1182,1578,3037,649,2712,787,178,261,242,378,662,51,32,3,,71,273,153,16,5,251,45,1,0,0,0,0,1,49,61,34,1,0,0,1,Medium,87,32,104,41,9,58,345,2,Poor
Poondurai,2025-02-08,City Road,Weekend,Clear,1755,732,2693,1076,3935,1448,1715,284,109,414,701,40,233,1,Minor,48,161,46,22,1,904,63,1,1,1,1,0,1,19,14,37,0,0,1,0,High,56,42,132,53,25,71,298,6,Good
Alangiyam,2025-02-09,NH,Weekend,Rainy,452,2714,3874,1194,3466,1571,1863,681,327,519,778,53,256,3,,90,61,139,13,2,133,36,1,1,1,1,0,1,10,97,23,0,1,1,1,Low,34,35,127,53,7,77,320,5,Average
Perundurai,2025-02-10,NH,Weekday,Rainy,1136,1618,2276,420,4471,2494,516,125,72,361,284,17,71,1,,98,267,59,21,3,391,65,0,1,0,1,1,0,16,70,23,0,0,0,1,Medium,37,32,79,48,18,72,262,4,Good
Poondurai,2025-02-11,SH,Weekday,Clear,2071,1304,3299,1347,3250,1059,424,388,216,568,610,23,87,3,Minor,49,257,132,28,2,423,20,1,0,1,1,1,0,11,69,32,1,1,0,1,Low,36,41,104,52,14,76,74,9,Poor
Kodumudi,2025-02-12,Village Road,Weekday,Fog,335,1776,1914,785,4743,1655,1684,175,329,125,512,65,213,1,,71,110,133,12,1,86,13,0,0,0,0,0,0,5,31,41,0,1,0,1,Medium,79,39,120,45,9,54,30,3,Poor
Bhavani,2025-02-13,Village Road,Weekday,Fog,2706,648,2290,572,1479,2084,1322,402,310,356,300,48,94,4,Minor,60,112,169,5,3,859,47,1,0,0,0,0,0,12,33,26,0,0,0,1,High,56,35,100,74,10,62,249,9,Good
Thalavadi,2025-02-14,SH,Weekend,Rainy,1179,1684,1563,890,1026,1049,825,168,222,159,165,60,289,3,Major,85,93,179,27,3,877,72,0,0,0,1,0,1,18,14,38,1,1,1,1,Medium,89,32,40,56,28,79,272,1,Average
Perundurai,2025-02-15,Village Road,Weekend,Clear,1028,1174,1529,897,4921,1005,357,281,230,73,801,43,265,1,Minor,56,100,103,9,1,951,36,0,1,1,1,1,0,14,101,35,1,0,0,1,Medium,32,17,129,93,10,90,368,3,Average
Sathyamangalam,2025-02-16,City Road,Weekday,Cloudy,1721,2031,637,1273,2427,660,741,440,309,242,545,60,10,0,,95,90,165,5,2,157,81,0,1,0,1,0,1,45,53,39,0,0,0,0,Medium,95,42,107,78,13,72,31,7,Average
Vellode,2025-02-17,SH,Weekend,Rainy,1590,3389,1208,761,2888,840,1076,603,282,214,565,36,252,1,,87,270,107,7,2,955,22,0,0,0,0,0,0,9,8,35,1,0,0,0,Low,95,11,111,92,16,73,359,7,Poor
Bhavani Sagar,2025-02-18,SH,Weekday,Cloudy,810,1325,2348,307,2819,280,1685,84,86,592,516,26,154,1,Minor,70,70,185,6,1,912,29,1,1,0,1,1,0,49,68,41,0,1,1,1,High,36,17,45,76,8,90,142,8,Good
Arachalur,2025-02-19,Village Road,Weekday,Hot,2582,1561,955,217,2346,2240,838,95,332,211,845,65,110,2,Minor,68,53,48,28,4,338,86,0,0,1,1,1,1,45,31,34,0,1,1,0,High,76,9,72,58,13,65,141,2,Average
Vellode,2025-02-20,City Road,Weekend,Cloudy,2697,1136,1582,513,1817,1058,1199,628,77,444,538,50,114,4,,71,168,179,16,3,452,41,1,1,0,1,1,0,21,67,33,1,0,0,0,High,84,29,108,40,16,70,208,5,Poor
Sathyamangalam,2025-02-21,Village Road,Weekday,Cloudy,2709,719,2419,992,3310,1282,1432,278,247,273,650,53,185,0,Major,46,58,183,10,2,1119,90,0,0,0,0,0,1,45,53,37,1,1,0,1,Low,81,36,36,96,22,41,217,1,Good
Bhavani,2025-02-22,SH,Weekday,Cloudy,2599,2268,1108,559,3289,631,1639,130,79,363,297,50,148,1,Minor,77,249,83,25,3,297,82,1,1,0,1,0,1,13,74,20,1,0,1,0,Medium,42,37,48,84,25,46,20,3,Poor
Nambiyur,2025-02-23,NH,Weekend,Cloudy,2833,3182,2171,850,3615,1127,183,292,240,280,399,60,120,4,Major,79,238,184,14,4,508,36,0,1,1,0,0,1,29,85,22,0,1,1,1,Low,67,37,148,59,13,48,369,7,Poor
Gobichettipalayam,2025-02-24,NH,Weekend,Cloudy,985,731,1828,946,1789,2438,1623,780,258,177,518,56,106,4,Major,72,118,197,20,3,601,85,0,1,0,0,1,1,10,83,26,0,1,0,1,High,96,10,73,46,29,74,391,7,Good
Modakurichi,2025-02-25,City Road,Weekday,Fog,2095,2905,1090,624,3292,638,1749,714,243,277,275,30,220,4,,75,57,141,21,4,403,60,0,1,1,0,1,0,30,64,38,0,1,1,0,Medium,42,29,138,80,6,47,99,3,Poor
Alangiyam,2025-02-26,Village Road,Weekend,Hot,2715,2916,1260,1196,3429,448,1245,74,363,550,127,22,20,2,Minor,92,244,160,10,4,95,54,1,1,0,0,1,1,42,96,21,0,0,1,0,Low,32,16,89,52,11,42,201,4,Average
Sathyamangalam,2025-02-27,City Road,Weekday,Fog,868,3230,3941,1046,3711,236,1486,542,330,41,247,16,298,3,,82,120,199,8,3,1194,96,0,1,1,0,1,1,13,65,38,1,0,0,1,High,99,31,120,92,25,57,65,1,Good
Sivagiri,2025-02-28,NH,Weekday,Cloudy,796,1257,2963,951,3143,1767,409,362,293,447,716,54,289,0,,53,229,78,10,1,210,83,1,0,1,1,1,0,7,1,30,0,0,0,1,Low,96,22,91,79,18,41,350,7,Average
Solar,2025-03-01,City Road,Weekend,Rainy,1168,2161,2803,1428,891,979,234,633,233,157,105,24,272,4,Minor,89,283,104,10,1,132,96,0,1,0,0,0,1,48,60,32,1,0,1,0,High,42,36,79,65,29,64,101,8,Good
Bhavani,2025-03-02,City Road,Weekend,Fog,2172,3334,1149,834,2271,401,968,742,372,299,844,66,117,3,Minor,96,276,107,19,5,675,85,1,0,1,0,1,1,23,106,28,1,1,1,0,High,40,12,85,89,21,84,269,1,Average
Solar,2025-03-03,NH,Weekday,Fog,377,1088,2908,963,3647,2383,836,468,99,37,330,27,204,3,,83,80,118,25,4,478,16,1,0,1,0,0,1,31,67,36,0,0,1,0,Medium,56,26,48,79,11,93,274,9,Good
Erode,2025-03-04,SH,Weekend,Cloudy,1420,3292,3885,1219,4889,1504,1980,488,116,154,803,44,82,4,,72,175,104,5,4,56,42,1,0,0,0,1,1,30,62,30,1,0,1,0,Medium,83,18,37,59,28,69,117,5,Average
Gobichettipalayam,2025-03-05,Village Road,Weekday,Hot,1087,2373,2486,1207,4944,520,419,426,273,426,107,60,236,2,Major,65,222,83,14,4,524,82,1,1,0,1,1,1,35,102,29,0,1,0,1,Medium,70,40,37,54,17,85,135,5,Poor
Kavindapadi,2025-03-06,Village Road,Weekend,Clear,1818,495,3032,498,3090,1511,1329,432,356,420,553,44,201,2,Minor,45,78,40,9,5,400,97,1,0,0,0,1,0,25,102,29,1,0,0,0,Medium,30,6,80,77,12,72,181,3,Poor
Poondurai,2025-03-07,City Road,Weekend,Rainy,474,2898,943,540,3692,1332,1883,317,213,111,630,24,145,2,,50,216,161,7,3,1174,36,0,1,1,0,0,0,47,0,33,1,1,1,0,High,78,6,47,95,29,40,41,5,Average
Gobichettipalayam,2025-03-08,NH,Weekend,Fog,2664,1259,1390,647,1513,433,1265,599,70,429,495,53,283,1,Major,86,106,56,7,3,942,31,0,1,1,0,1,1,30,105,26,0,0,1,0,Low,99,23,136,58,25,44,287,6,Poor
Poondurai,2025-03-09,Village Road,Weekend,Hot,844,1410,1857,544,3196,1978,1897,223,396,293,574,38,203,1,Major,76,196,161,24,1,365,25,1,1,1,0,0,1,42,37,35,0,1,1,0,Medium,73,16,119,84,20,90,162,8,Poor
Anthiyur,2025-03-10,City Road,Weekday,Cloudy,2462,3482,2107,1458,4103,2379,155,642,394,264,386,63,144,3,,65,295,66,6,1,409,63,0,1,0,0,0,1,45,94,34,1,0,1,0,Medium,86,44,92,49,16,82,92,3,Average
Modakurichi,2025-03-11,Village Road,Weekend,Rainy,1998,2610,1565,210,2021,1903,833,193,208,61,367,68,147,3,,56,279,41,16,2,147,93,0,0,0,0,0,0,6,71,29,0,0,1,0,Low,42,18,147,75,7,45,170,5,Poor
Chennimalai,2025-03-12,Village Road,Weekday,Rainy,2432,795,3191,914,1642,1384,415,608,52,599,800,19,68,3,Major,52,156,47,18,3,785,23,0,0,1,1,1,1,43,38,31,0,0,0,1,Low,47,18,48,67,8,50,348,9,Good
Punjai Puliyampatti,2025-03-13,SH,Weekday,Fog,2462,2527,2295,603,4682,1623,513,368,149,158,413,50,71,0,Minor,99,105,83,27,5,556,49,0,0,0,1,1,0,8,34,32,0,0,0,1,Medium,64,13,79,65,16,99,328,7,Average
Kodumudi,2025-03-14,Village Road,Weekend,Fog,556,2267,3159,1317,4056,248,853,140,381,424,809,22,229,3,Major,79,76,185,17,1,524,27,1,1,0,0,0,0,36,67,35,1,1,0,1,Medium,39,15,85,43,21,64,328,1,Poor
Kavindapadi,2025-03-15,SH,Weekend,Hot,1328,1740,1966,808,3685,1049,1043,51,318,336,252,37,205,4,Major,88,230,66,12,5,149,91,1,1,1,1,1,0,32,29,30,1,0,0,0,Low,86,5,35,83,21,53,304,8,Poor
Poondurai,2025-03-16,NH,Weekday,Clear,599,3389,3330,1368,4108,2336,1873,669,293,548,750,64,276,2,Minor,68,64,83,26,4,945,45,0,0,1,0,0,0,10,76,39,0,0,0,1,Medium,93,15,136,67,14,47,279,5,Average
Nasiyanur,2025-03-17,City Road,Weekend,Fog,1535,936,1994,623,3478,1482,1370,173,59,430,254,16,299,2,,93,124,149,20,3,744,95,0,0,1,0,1,1,20,72,37,1,1,0,1,Low,41,30,145,69,17,88,228,2,Poor
Chennimalai,2025-03-18,NH,Weekday,Clear,2756,3007,807,1382,857,2288,1969,198,242,460,194,45,105,0,,67,209,176,10,5,389,38,0,1,1,0,1,1,47,83,35,0,0,0,0,High,97,20,46,73,19,74,233,4,Poor
Poondurai,2025-03-19,NH,Weekday,Cloudy,1577,1403,2894,1390,2487,1681,1442,771,364,389,537,17,118,4,Major,91,278,129,26,4,492,88,0,0,0,1,0,0,36,84,22,1,1,0,1,Medium,65,29,41,58,16,91,199,6,Good
Bhavani Sagar,2025-03-20,City Road,Weekday,Hot,790,445,2902,453,4883,301,1841,717,131,56,310,19,39,3,Minor,77,242,105,11,2,944,17,1,0,1,1,0,0,8,88,25,1,0,0,0,High,76,5,122,65,10,78,199,1,Average
Punjai Puliyampatti,2025-03-21,NH,Weekend,Fog,2561,2495,1195,1493,2891,2120,1614,457,232,166,121,61,260,2,Major,84,228,123,18,3,962,99,1,1,1,1,1,1,35,16,40,0,0,0,0,Low,72,15,39,43,11,73,272,9,Average
Sathyamangalam,2025-03-22,SH,Weekend,Fog,2769,2183,2554,1466,2817,1772,1176,559,386,201,607,33,146,1,,66,55,152,12,2,255,17,1,0,0,0,1,0,20,67,26,0,0,1,1,Low,43,30,146,40,18,86,323,9,Average
Arachalur,2025-03-23,City Road,Weekend,Cloudy,2656,1970,1174,1444,3344,1606,850,487,68,161,864,27,141,2,,60,237,166,6,5,645,81,1,0,1,0,0,1,37,106,23,1,0,0,1,Low,48,14,103,73,25,57,396,3,Average
Solar,2025-03-24,SH,Weekend,Fog,577,2133,2143,1039,3614,1023,1230,273,212,495,325,68,290,4,Major,94,75,160,9,4,1116,71,0,0,0,0,0,1,12,108,28,1,1,0,0,High,57,42,57,47,20,53,382,7,Poor
Anthiyur,2025-03-25,SH,Weekday,Hot,2180,2641,2226,579,1040,2307,1304,443,190,414,855,26,105,1,Major,54,215,198,27,2,232,58,0,0,1,1,1,0,6,32,37,1,1,1,1,Low,41,37,35,56,10,50,358,9,Average
Bhavani Sagar,2025-03-26,SH,Weekend,Clear,2682,1260,2994,774,3416,2243,1709,146,223,57,729,31,101,0,Minor,46,238,159,19,1,499,53,0,1,1,0,1,1,24,58,28,1,0,0,0,High,52,41,112,52,9,45,182,1,Poor
Solar,2025-03-27,Village Road,Weekday,Clear,643,2943,3763,1380,4377,1334,1558,90,129,224,298,35,296,3,,92,176,90,24,4,81,71,0,1,0,1,1,0,5,112,38,0,0,0,1,Medium,31,28,51,98,8,70,104,2,Poor
Sathyamangalam,2025-03-28,NH,Weekday,Fog,1423,1168,2320,844,4332,1726,754,219,104,566,646,21,259,3,Minor,97,170,122,23,3,694,38,0,0,1,1,0,1,37,57,40,1,1,0,0,Low,36,19,144,42,16,81,395,6,Average
Sathyamangalam,2025-03-29,SH,Weekend,Rainy,2933,772,2206,1295,2594,1888,1433,552,40,249,714,68,172,1,Minor,50,69,136,16,3,820,61,1,0,1,0,0,1,32,29,22,1,0,1,0,High,48,42,41,51,26,94,319,4,Good
Nambiyur,2025-03-30,SH,Weekend,Hot,587,3196,1139,782,1267,2399,662,603,248,211,605,65,212,1,Major,71,93,132,7,3,558,45,0,0,1,1,1,0,19,37,28,0,0,1,0,High,66,29,58,48,22,78,149,7,Good
Sivagiri,2025-03-31,NH,Weekend,Hot,677,1068,2165,1303,2774,799,314,344,98,204,365,46,135,2,Minor,52,64,166,16,5,248,99,1,1,1,1,1,0,6,0,20,1,0,0,1,High,49,18,30,91,26,53,57,3,Average
Thalavadi,2025-04-01,Village Road,Weekend,Clear,2620,1350,790,1246,3019,397,1543,590,98,490,621,47,174,4,Major,54,147,107,24,5,702,50,0,0,0,0,0,0,14,52,26,1,0,1,1,Medium,93,36,52,84,17,98,370,4,Good
Poondurai,2025-04-02,City Road,Weekday,Clear,1520,3056,3746,851,3206,476,1648,262,383,572,553,33,259,4,Major,56,67,142,25,4,663,41,0,0,1,1,1,0,32,87,35,1,0,0,0,Low,43,11,54,61,14,98,351,9,Average
Ammapet,2025-04-03,NH,Weekend,Clear,705,1041,1583,1063,1845,2425,1900,747,359,478,742,33,119,0,Major,67,199,181,16,4,710,34,1,0,0,1,1,0,16,16,30,1,1,1,0,Low,48,28,66,72,26,59,350,8,Average
Bhavani Sagar,2025-04-04,SH,Weekend,Hot,2123,1941,2112,833,3331,733,337,591,350,484,219,18,38,1,Major,69,150,136,16,5,376,25,1,0,0,1,0,1,47,60,39,0,1,1,1,Medium,87,28,30,57,10,59,377,3,Average
Sivagiri,2025-04-05,NH,Weekend,Clear,483,635,1803,326,1796,388,792,511,345,489,530,18,111,1,,78,199,64,22,2,604,63,0,0,1,0,1,1,19,64,37,0,0,0,0,Low,59,7,59,90,10,40,247,4,Poor
Alangiyam,2025-04-06,City Road,Weekday,Fog,1945,1158,2629,997,4861,1557,1205,315,141,269,197,53,84,2,Minor,59,278,139,5,4,578,72,0,1,1,1,1,1,9,53,32,1,1,1,1,Low,38,13,50,50,7,58,135,3,Poor
Nambiyur,2025-04-07,City Road,Weekend,Clear,1534,652,1094,1022,2542,484,697,134,310,328,641,18,280,3,Major,45,145,193,17,3,595,51,1,1,0,0,0,0,39,73,23,1,1,1,0,Low,48,28,46,71,24,75,379,7,Average
Gobichettipalayam,2025-04-08,NH,Weekday,Rainy,2315,2266,3940,1388,2659,263,1385,743,24,66,585,37,132,1,Minor,62,63,134,25,5,1040,14,0,0,1,1,0,1,20,99,27,1,1,0,1,High,95,30,140,40,29,59,163,1,Average
Ammapet,2025-04-09,City Road,Weekday,Rainy,2742,2576,1650,1487,2600,2170,817,213,340,478,535,61,64,4,,73,256,154,26,4,229,32,0,0,1,0,0,0,9,55,41,0,1,1,1,Low,95,29,33,81,11,86,299,6,Average
Kavindapadi,2025-04-10,City Road,Weekday,Fog,931,935,3584,1323,3136,918,1990,75,154,185,294,45,277,3,,74,57,122,17,5,561,73,1,0,1,1,0,0,40,73,27,1,1,1,1,Low,98,13,36,50,15,61,46,3,Good
Nasiyanur,2025-04-11,City Road,Weekend,Rainy,1537,2997,1083,1466,1611,1444,1789,747,245,353,869,44,162,3,Major,91,270,118,28,4,485,77,1,0,0,0,0,1,4,43,38,0,0,0,1,Low,54,43,95,55,7,46,132,1,Good
Kavindapadi,2025-04-12,SH,Weekend,Rainy,2811,2980,2667,364,3583,344,1443,770,141,171,692,41,250,3,Minor,64,259,67,9,5,194,11,1,1,0,0,1,1,3,0,21,1,0,1,1,Low,38,19,86,49,16,72,273,3,Good
Sathyamangalam,2025-04-13,City Road,Weekend,Hot,1097,2527,2814,710,1766,1876,616,368,332,533,893,48,43,1,,82,130,141,24,5,854,10,0,1,0,1,0,1,15,94,23,1,0,0,0,High,89,10,94,86,5,65,219,2,Average
Chennimalai,2025-04-14,NH,Weekend,Rainy,1939,510,3995,289,2086,741,1495,147,117,413,894,66,162,4,,71,251,118,16,4,235,79,1,1,0,1,1,0,5,22,24,0,1,1,0,Medium,75,44,86,49,5,99,158,8,Average
Sathyamangalam,2025-04-15,City Road,Weekday,Rainy,1617,680,1179,669,2606,769,1952,730,91,76,505,69,181,4,Major,75,122,95,24,5,441,60,1,1,0,1,0,0,33,15,27,1,1,0,1,High,38,35,47,71,24,71,246,9,Good
Solar,2025-04-16,NH,Weekday,Rainy,2723,2739,2845,293,1517,1246,401,305,128,527,703,20,204,3,,67,283,192,15,5,675,42,0,1,1,0,1,1,43,23,38,1,1,1,1,High,88,33,130,83,23,95,240,2,Good
Poondurai,2025-04-17,Village Road,Weekday,Cloudy,1501,915,855,280,3955,1505,543,575,27,81,514,57,158,1,Minor,96,68,86,25,3,562,21,0,1,0,1,0,1,34,83,32,1,0,0,1,Low,52,37,63,72,28,52,270,6,Poor
Arachalur,2025-04-18,SH,Weekday,Fog,2576,2197,1903,986,1763,1344,767,303,60,290,808,27,95,0,,99,252,78,19,3,650,50,1,1,1,0,0,0,13,50,30,0,1,0,0,Medium,39,24,127,42,8,89,382,5,Good
Anthiyur,2025-04-19,City Road,Weekend,Hot,2919,3042,2951,1221,3647,2446,1146,643,180,535,405,57,88,4,Major,83,187,45,17,4,258,12,0,0,0,1,1,0,28,0,36,0,0,0,1,High,50,30,45,59,14,64,370,5,Good
Perundurai,2025-04-20,SH,Weekday,Rainy,2651,1494,2698,417,3213,1495,1240,746,322,517,460,65,98,1,Minor,93,163,110,19,3,384,56,1,0,0,0,1,0,31,3,21,0,0,0,1,High,62,18,31,54,12,85,136,7,Good
Thalavadi,2025-04-21,NH,Weekend,Clear,943,3450,1704,1242,2113,1370,274,544,82,416,510,67,91,4,Major,78,50,174,16,3,671,82,0,0,0,0,1,0,12,42,33,1,1,1,1,Low,58,7,37,52,11,55,370,7,Poor
Arachalur,2025-04-22,NH,Weekday,Rainy,1756,3246,1213,482,4755,790,1956,180,250,341,707,15,184,3,Major,76,214,177,13,2,822,83,0,0,0,1,0,0,21,65,36,1,0,1,0,High,54,31,30,41,24,88,258,8,Poor
Nambiyur,2025-04-23,City Road,Weekend,Fog,2975,999,2253,1090,1188,1112,431,136,325,137,815,64,104,1,Major,79,146,83,24,2,756,34,1,0,0,1,1,1,22,11,37,1,0,0,0,High,33,19,113,40,20,43,105,6,Good
Gobichettipalayam,2025-04-24,SH,Weekday,Clear,1732,3288,1352,617,3188,1216,1441,57,367,385,768,27,272,3,Major,51,242,187,21,3,810,47,1,0,1,0,0,0,1,107,31,0,1,1,0,Medium,35,30,36,73,5,58,318,9,Average
Anthiyur,2025-04-25,NH,Weekday,Rainy,2976,2657,2758,614,1957,1228,1777,642,52,439,273,37,129,1,Major,70,58,44,9,1,880,83,0,0,0,0,0,1,44,14,38,0,0,0,0,Low,52,23,85,49,11,73,233,7,Good
Thalavadi,2025-04-26,SH,Weekday,Fog,324,899,2246,1397,4734,1375,943,180,164,476,244,66,21,1,,74,188,159,21,2,704,39,1,0,0,0,1,1,3,97,26,0,1,0,0,High,75,36,120,70,11,55,266,8,Good
Vellode,2025-04-27,SH,Weekend,Clear,500,1069,2268,1469,4830,332,1453,776,203,524,81,16,63,1,,68,222,110,11,4,102,47,1,1,1,0,0,1,35,44,25,1,1,1,0,High,78,17,51,75,28,89,384,2,Average
Nasiyanur,2025-04-28,City Road,Weekend,Rainy,1116,1066,1952,405,1491,1712,1517,298,94,500,316,35,257,0,Minor,57,180,127,16,3,703,19,1,0,1,1,1,1,0,12,21,0,0,0,1,Low,58,28,81,74,29,57,257,9,Good
Chennimalai,2025-04-29,NH,Weekend,Clear,2477,3364,3563,574,2092,947,1808,200,372,467,714,30,203,4,Minor,98,184,176,23,2,403,43,0,0,0,1,0,1,30,85,40,0,0,1,0,High,90,33,60,99,24,82,310,3,Average
Gobichettipalayam,2025-04-30,City Road,Weekend,Rainy,413,2961,3829,1496,2930,1565,846,370,349,344,337,23,259,4,,85,147,185,27,4,600,63,0,0,0,1,1,1,37,101,38,0,1,0,0,Low,61,26,73,63,20,99,233,5,Average
Perundurai,2025-05-01,Village Road,Weekday,Clear,2536,3051,1160,1249,2816,829,1358,591,126,402,771,45,65,4,Minor,91,196,50,27,5,159,71,1,0,0,0,0,0,26,30,27,0,1,1,0,Low,77,20,84,57,25,85,202,4,Average
Nasiyanur,2025-05-02,SH,Weekend,Rainy,2031,2111,3969,1334,1121,1262,1963,268,158,542,374,36,216,4,Minor,93,292,46,12,4,153,42,1,1,1,1,0,1,47,31,35,1,0,1,1,Medium,58,25,110,73,24,77,346,6,Poor
